Date,strategy_net,strategy_gross,benchmark_gross,benchmark_net
2019-09-11,1.0000000000000002,1.0000000000000002,1.0,1.0
2019-09-12,0.9989593030274129,0.9989592989556411,1.0015306669419615,1.0015306669419617
2019-09-13,1.0003351662548925,1.0003351679657908,1.001836753617393,1.0018367536173933
2019-09-16,1.0011785829992441,1.0011785282856764,0.9960201725249777,0.996020172524978
2019-09-17,0.9967139943269054,0.996714030516163,0.9977039411958561,0.9977039411958565
2019-09-18,1.0015491047322849,1.0015490978057913,0.9963262592004095,0.9963262592004096
2019-09-19,1.0125306233839761,1.0125305957522384,1.0041328124215365,1.0041328124215367
2019-09-20,1.0161811049278768,1.016181089973564,1.0088780317587405,1.0088780317587407
2019-09-23,1.0158511079389672,1.0158510763203863,1.0042859141504532,1.0042859141504537
2019-09-24,1.0109707207889045,1.010970649599299,1.0033675373417568,1.003367537341757
2019-09-25,1.0119814528114266,1.0119813849747037,0.9993877098667346,0.999387709866735
2019-09-26,1.0177347897297337,1.0177347871894753,1.007194263087862,1.007194263087862
2019-09-27,1.0255957817517258,1.0283519542447788,1.011020988833967,1.0110209888339674
2019-09-30,1.0393660561030387,1.042139322443185,1.0148477145800725,1.0148477145800727
2019-10-01,1.0348005177984,1.037542135566799,1.0006122901332648,1.000612290133265
2019-10-02,1.0088448930043499,1.011477452968125,0.9721413828484488,0.9721413828484489
2019-10-04,1.0017823967169488,1.0043885552928342,0.9816316463492534,0.9816316463492537
2019-10-07,1.0130610390945936,1.0156795708846422,0.989285097841464,0.9892850978414641
2019-10-08,1.0050284742143962,1.0076039839141633,0.9787233558030458,0.9787233558030459
2019-10-09,1.007578108923344,1.0101773518329715,0.9842339086112305,0.9842339086112307
2019-10-10,1.0133578196748454,1.0159810892663934,0.991121968241259,0.9911219682412593
2019-10-11,1.022412982526746,1.025101090184904,1.0075003497632935,1.0075003497632937
2019-10-14,1.0256699843218413,1.0283248513491945,1.0027552472084915,1.002755247208492
2019-10-15,1.0331064645858294,1.0357968784169038,1.0096433068385202,1.0096433068385204
2019-10-16,1.0407120088156048,1.0433995079203418,1.0090310167052552,1.0090310167052554
2019-10-17,1.0377246529073705,1.040401128998785,1.0068880596300285,1.0068880596300287
2019-10-18,1.0377705541911348,1.0404540655442664,1.0032144356128398,1.00321443561284
2019-10-21,1.0438934576651604,1.046585424974949,1.0090310167052552,1.0090310167052554
2019-10-22,1.049604688818786,1.0523374073947913,1.0128577424513605,1.0128577424513607
2019-10-23,1.0554514085028828,1.0581918894076034,1.0146946128511556,1.014694612851156
2019-10-24,1.0742171121989248,1.0769680970793858,1.024491021418593,1.0244910214185932
2019-10-25,1.091042660703151,1.0938049349187617,1.0249502098229413,1.0249502098229415
2019-10-28,1.0945522290342222,1.0973234758056873,1.0246441231475099,1.0246441231475099
2019-10-29,1.0915446943642844,1.094305462805011,1.0240318330142446,1.0240318330142448
2019-10-30,1.0874517267232946,1.0902122660430345,1.0272462686270847,1.0272462686270851
2019-10-31,1.0819694907558874,1.084699304637654,1.0209703823479193,1.0209703823479195
2019-11-01,1.0911166224527864,1.0938820254336983,1.0254093982272896,1.0254093982272898
2019-11-04,1.1046485414731286,1.1073607907833602,1.035818096927992,1.0358180969279922
2019-11-05,1.1067599290856829,1.1095172423799649,1.037042677194522,1.0370426771945223
2019-11-06,1.1081710491908328,1.11093093231978,1.0414816930738924,1.0414816930738926
2019-11-07,1.1191199188579073,1.121895029044562,1.0434715484202024,1.0434715484202026
2019-11-08,1.1248014453460686,1.1275600627934044,1.0428592582869374,1.0428592582869376
2019-11-11,1.1232073982701105,1.1259726804075418,1.0422469681536723,1.0422469681536726
2019-11-12,1.1307803277091193,1.1335468583815704,1.047145289219793,1.0471452892197932
2019-11-13,1.1227954448256592,1.1255597160528317,1.046379897357611,1.0463798973576113
2019-11-14,1.1161312027887407,1.1216437862391837,1.040018515703381,1.035971198656909
2019-11-15,1.1143324936282473,1.1198554609580469,1.0417088624969455,1.0376549673277875
2019-11-18,1.1174234291700522,1.122955465763032,1.0426308272066551,1.0385733441364842
2019-11-19,1.1145206653315762,1.1179775117302446,1.0404794980582357,1.0364303870612572
2019-11-20,1.1088662066457189,1.1122955389498566,1.0354084576775422,1.0313790810486219
2019-11-21,1.1179515185214215,1.1214020792470014,1.0335645282581232,1.0295423274312285
2019-11-22,1.1185444227124388,1.1220155605011841,1.0375597868259614,1.0335220381238486
2019-11-25,1.1209244569890844,1.1243873806393747,1.0477018675873486,1.0436246501491195
2019-11-26,1.1164740644956013,1.1199375544593133,1.046011520793784,1.041940881478241
2019-11-27,1.1180308681509865,1.1215097292703289,1.0496994968712676,1.0456145054954296
2019-11-28,1.115791630495286,1.1199922898855457,1.048623832297058,1.0445430269578162
2019-11-29,1.1083986622225037,1.1125494634425714,1.0449358562195743,1.0408694029406276
2019-12-02,1.0948250284558296,1.0988994896519897,1.0271104235742199,1.0231133394231464
2019-12-03,1.089506254362692,1.0935032035516008,1.0198881712837529,1.015919193117686
2019-12-04,1.1025939288035538,1.1066261869787555,1.0320278813290589,1.0280116604892668
2019-12-05,1.1037710498468092,1.1078424093386694,1.0294154525871393,1.0254093982272898
2019-12-06,1.1141680387510036,1.1181700772639915,1.042784527071155,1.0387264458654009
2019-12-09,1.1093487980883983,1.1133491590840814,1.0389428511291714,1.0348997201192955
2019-12-10,1.114211613201823,1.1182660490392624,1.038020886419462,1.0339813433105989
2019-12-11,1.1142929218172954,1.1183173755024582,1.039864815838881,1.0358180969279922
2019-12-12,1.123534563745475,1.1275926430124705,1.0430918095615098,1.0390325325408323
2019-12-13,1.1265493116791518,1.1306457202698919,1.0513898436648321,1.047298274166308
2019-12-16,1.1438283720484401,1.1479659346077153,1.0655271829940574,1.0613805968841987
2019-12-17,1.1520749529844376,1.1562611451041152,1.0570755662648805,1.0529618703122083
2019-12-18,1.1498025820008655,1.153940092523907,1.05830493070359,1.0541864505787386
2019-12-19,1.1537108441789339,1.1578928884533364,1.061378224561719,1.057247784462662
2019-12-20,1.1650975077117427,1.1692128084172044,1.0725959698973158,1.068421875025546
2019-12-23,1.1636310692094964,1.1677685323801934,1.0736716344715251,1.0694933535631594
2019-12-27,1.1571703477883395,1.1612960123402294,1.0759765462457989,1.071789295584901
2019-12-30,1.151629793518298,1.1557277475696657,1.063375853845638,1.059237639808972
2020-01-03,1.1685568889323061,1.1726955975213924,1.0732105348780245,1.0690340483764094
2020-01-06,1.1654473653688073,1.1723485314065594,1.069983541155396,1.065819612763569
2020-01-07,1.168521838575234,1.1753888026314074,1.069983541155396,1.065819612763569
2020-01-08,1.1724665751824972,1.1793791085720124,1.071520305323106,1.0673503964879327
2020-01-09,1.175648599748391,1.1825952204054464,1.0758229636199443,1.0716363106383864
2020-01-10,1.1783097551072403,1.1852292770061876,1.074900881671589,1.0707178170472877
2020-01-13,1.1793523759449454,1.1862828746191842,1.0716738879489605,1.0675033814344477
2020-01-14,1.1700424880039284,1.1767778758164027,1.0729032523876703,1.0687279617009777
2020-01-15,1.1672577416330359,1.173999033921407,1.0752082814005894,1.0710240205051214
2020-01-16,1.165652863375404,1.1723596771333933,1.076898628194154,1.0727077891759997
2020-01-17,1.1759196130144844,1.1826555882491179,1.088269956155605,1.0840348646853988
2020-01-20,1.1797035843067902,1.1921391934429069,1.0862723268716858,1.0820450093390888
2020-01-21,1.178383020934399,1.1907609947646345,1.0845819800781213,1.0803612406682102
2020-01-22,1.1690581267406934,1.1813412800241292,1.0813549863554925,1.07714680505537
2020-01-23,1.1693538384734286,1.1817073042858877,1.0755155638909442,1.0713301071805528
2020-01-24,1.1738110032777458,1.186313621695359,1.0856576446523312,1.0814327192058235
2020-01-27,1.1604685649500657,1.1727139454332507,1.060763542342364,1.056635494329397
2020-01-28,1.176911927508905,1.1893672731853882,1.0705982233747509,1.066431902896834
2020-01-29,1.1740936912777626,1.186613059045452,1.0761302461102988,1.0719423973138178
2020-01-30,1.1670948548775042,1.1795004132510272,1.0650662006392024,1.0609214084798504
2020-01-31,1.1523008882649506,1.1644485521907286,1.0520045258841868,1.047910564299573
2020-02-03,1.1601909656817504,1.1724214220064957,1.0535411728132513,1.0494412312415347
2020-02-04,1.1716692050328792,1.1839835302102908,1.072134870303815,1.067962569838796
2020-02-05,1.182669582329644,1.1949612934001004,1.0868870090910407,1.0826572994723538
2020-02-06,1.1830577414348464,1.195390288550515,1.0913432500137337,1.0870961985693222
2020-02-07,1.180420001683564,1.192765636275715,1.0894993205943144,1.0852594449519288
2020-02-10,1.1857935622855884,1.1981008750002407,1.0899603029491696,1.0857186333562772
2020-02-11,1.1920271812170053,1.2043849562418085,1.0973363723427825,1.0930659981730562
2020-02-12,1.1909982403322017,1.2033496727431612,1.101178048284766,1.0968927239191613
2020-02-13,1.1984963788356637,1.2108813179243514,1.1007083168027436,1.0942904616571842
2020-02-14,1.2059128902611613,1.218353125628239,1.098244909765017,1.091841417906526
2020-02-17,1.2107389087453302,1.223267191266881,1.1024019605331306,1.0959742303280628
2020-02-18,1.216495633310652,1.2290311039748834,1.0993226723691438,1.0929128964441392
2020-02-19,1.2188097606266726,1.2314713076754773,1.1077907735537642,1.1013316230161299
2020-02-20,1.1979413927951863,1.2138953547262314,1.0997845538470103,1.0933720848484876
2020-02-21,1.1982617730075655,1.214234907428284,1.09331797822225,1.0869432136228072
2020-02-24,1.1542934100095608,1.1696755449572285,1.0531326451054597,1.0469921874908763
2020-02-25,1.1274187368766229,1.1424351072585996,1.0326550381597377,1.02663397849382
2020-02-26,1.1428201389860113,1.1580769092777683,1.0337328007638644,1.0277054570314335
2020-02-27,1.1298826093958965,1.1450741508934983,0.9992442799644948,0.9934180270454029
2020-02-28,1.0820741770534352,1.0966401424557677,0.9590589468477045,0.9534670009134719
2020-03-02,1.0808403554136863,1.0956669546485653,0.9639858783904717,0.9583652051971906
2020-03-03,1.0889581696611337,1.1037853216393043,0.9772270289367796,0.9715291511063847
2020-03-04,1.1231853306779374,1.1386504051992201,0.9980125177119746,0.9921934467788728
2020-03-05,1.1133933783413243,1.1286902618283254,0.9850793077287969,0.9793356459363111
2020-03-06,1.0852688367261032,1.1000456150848916,0.9478193805949137,0.9422929687417887
2020-03-09,0.9820879881392095,0.9955111568764983,0.8760708739280041,0.8709628031700349
2020-03-10,0.9519269768317042,0.9649523306912515,0.8674487143613332,0.8623909164779269
2020-03-11,0.9552151005248992,0.9679859867770993,0.866524892671943,0.8614724812780293
2020-03-12,0.8249766093925704,0.836008283646556,0.7713734318100612,0.7668758161630114
2020-03-13,0.8493320238883544,0.8604802662409192,0.7850765225678927,0.7804990088677549
2020-03-16,0.8173395730570386,0.828243712788589,0.75628469661863,0.7518750582452229
2020-03-17,0.8650700327206001,0.8765774685302531,0.7838447603153724,0.7792744286012246
2020-03-18,0.8681977835588425,0.8793514326935051,0.7453530709289691,0.7410071711401722
2020-03-19,0.8453953384301836,0.8563492304377547,0.7755305413118316,0.7710086869757492
2020-03-20,0.837254442487339,0.8484235775846759,0.7889256915065329,0.7843257346138601
2020-03-23,0.8324838065537161,0.8436949074415747,0.7542831710587701,0.7498852028989129
2020-03-24,0.9050565044916017,0.9169987004341849,0.8157158744286219,0.8109597131076801
2020-03-25,0.9087203153366132,0.9212139535753905,0.8414283534802409,0.8365222714550877
2020-03-26,0.9026578408520906,0.9173009365743282,0.8586726138799258,0.8536659864481031
2020-03-27,0.8781478342149102,0.8924891350243208,0.8320363718725734,0.8271850512919987
2020-03-30,0.9077109839661294,0.9256354505407095,0.8523599791699019,0.8473901585601383
2020-03-31,0.9436120393005288,0.9620927862053897,0.8623677831701726,0.8573396104652915
2020-04-01,0.944158361940971,0.9627082995837442,0.8392727695383306,0.8343792559886599
2020-04-02,0.9570240218552967,0.9760082379086161,0.8465092259377447,0.8415735190765221
2020-04-03,0.9357172080438164,0.967086276302298,0.8398886506645906,0.8349915461219252
2020-04-06,0.9501419501793612,0.9815853171155996,0.8683725360507233,0.8633093516778244
2020-04-07,0.9579812895814607,0.9898646501477448,0.8765327554058707,0.8714219915743833
2020-04-08,0.9421326002042458,0.9737630996430571,0.8732994675934904,0.868207555961543
2020-04-14,0.9553047589679221,0.9874428807547031,0.8890040839111818,0.8838206040125967
2020-04-15,0.9316114542211882,0.9626423445850373,0.8643693674636895,0.8593295242028024
2020-04-16,0.9346613048176777,0.9658738833581254,0.870836001822107,0.8657584538196837
2020-04-17,0.9331047992122014,0.964467658875868,0.8911596091194354,0.8859635610878234
2020-04-20,0.9373987353333413,0.9686202143737038,0.9008594725565761,0.8956068679263439
2020-04-21,0.9162817777284459,0.9463772432235497,0.8685264769654599,0.8634623950155401
2020-04-22,0.9183375588361172,0.9485056122089965,0.8871564405324015,0.8819837336128014
2020-04-23,0.9274483516433475,0.9578487489508999,0.8913135500341719,0.8861166044255392
2020-04-24,0.9225583486606358,0.9527609269301035,0.8831533306790246,0.8780039645289803
2020-04-27,0.9450389283224867,0.9758507623501355,0.8982420658704562,0.8930047224467689
2020-04-28,0.9686373348948858,0.9999587662849894,0.912406979372497,0.9070870451646597
2020-04-29,0.9761006968866511,1.0077331937866252,0.9224148421064247,0.9170365554610136
2020-04-30,0.9531893676012142,0.9839980782554498,0.9005515907271028,0.8953007812509124
2020-05-04,0.9385657099644275,0.9812339347454864,0.8732994675934904,0.868207555961543
2020-05-05,0.960046626267841,1.0006978655014613,0.8936230748908189,0.8884126632296827
2020-05-06,0.9490795798071526,0.9864508590540139,0.8908516685563053,0.8856574160211909
2020-05-07,0.9462570923088589,0.9877699961291007,0.8982420658704562,0.8930047224467689
2020-05-11,0.9600900700871379,1.0179505614117665,0.9039388194542196,0.8986682602014683
2020-05-12,0.9731439227244556,1.0310261448170965,0.9059404037477368,0.9006581739389793
2020-05-13,0.9479696930776098,1.004213284043486,0.8900818465153085,0.88489208255021
2020-05-14,0.9335441581337249,0.9915556297888463,0.8723656502629288,0.8599418143360675
2020-05-15,0.9341537359396653,0.9921535973746807,0.8757818394212552,0.8633093516778244
2020-05-18,0.9798681449786817,1.064070247558064,0.9071484409784861,0.894229244322098
2020-05-19,0.9749627835230085,1.0589090761663154,0.9015583940395828,0.8887188082963152
2020-05-20,0.9851102663238485,1.0693950891951003,0.9091671035933878,0.8962191580596092
2020-05-26,1.0109021334413055,1.0976889671936987,0.9119621566802375,0.8989744052681009
2020-05-27,1.0425083275311084,1.1319028563221383,0.9149124641675582,0.9018826958143085
2020-05-28,1.04938675894929,1.1396690230661684,0.9302852561452314,0.9170365554610136
2020-05-29,1.036933312919281,1.1257697187652649,0.9150677778028256,0.9020357975432253
2020-06-02,1.0674927614791148,1.160220971266605,0.9372728888623553,0.9239246734822434
2020-06-03,1.1086151242003788,1.205799150605616,0.9618071713377295,0.9481095498342039
2020-06-04,1.1021169776635982,1.199308931035156,0.9526456216052326,0.9390784747377476
2020-06-08,1.1256585911143635,1.226575860204242,0.9740743421928146,0.9602020172057848
2020-06-09,1.1021109567469956,1.198790462678045,0.965223360496056,0.9514770871759608
2020-06-10,1.1005422500214843,1.1966415108054984,0.9641364019883696,0.9504056086383476
2020-06-11,1.0612789145236996,1.15373729750909,0.9264032445506953,0.9132098297149084
2020-06-12,1.0568312574883116,1.1491761133876428,0.9281113391298587,0.914893598385787
2020-06-15,1.0553159674508155,1.1478475642547803,0.9245398955710609,0.9113730177063142
2020-06-16,1.0852455028446766,1.1805829669639492,0.9517139767328134,0.938160097929051
2020-06-17,1.0852489931065321,1.1810425077508444,0.9632046978811543,0.94948717343845
2020-06-18,1.0803802276585266,1.1757587593417986,0.9555959883273494,0.9419868236751562
2020-06-19,1.084802335287276,1.1932399797187625,0.9663103190037424,0.9525485657135744
2020-06-22,1.0825392943722987,1.1906418091708704,0.9568382012355071,0.9432113455504854
2020-06-23,1.1017880104606266,1.2115636842044826,0.9687948040548536,0.9549976678554337
2020-06-24,1.0768959517323797,1.1837563812904368,0.9419312909288396,0.9285167326993293
2020-06-25,1.0866092432638734,1.1942604806726533,0.9495400597174406,0.9360171408538241
2020-06-26,1.0851672403791148,1.191974005713314,0.9453474800871661,0.9318842700410864
2020-06-29,1.09747586669038,1.2088968255351218,0.9489189236459638,0.9354048507205591
2020-06-30,1.0840333847016361,1.1948702705959628,0.9470555746663293,0.9335680387119648
2020-07-01,1.084839609309088,1.195356541159144,0.949850568518383,0.9363232275292558
2020-07-02,1.111658120907706,1.2252804457609585,0.969105372090592,0.9553038129220661
2020-07-03,1.0988688664617983,1.211205311566879,0.9597885679576239,0.946119694487894
2020-07-06,1.1065739871210831,1.2203323954935072,0.9739190877923436,0.960048973868069
2020-07-07,1.0961412235203898,1.2175171580347968,0.9673972775114288,0.9536200442511878
2020-07-08,1.0910466174841846,1.2111171613269558,0.9622730530087352,0.9485687966297532
2020-07-09,1.070488474592817,1.1929276021085493,0.9555959883273494,0.9419868236751562
2020-07-10,1.0772760962891215,1.2009750467375888,0.9635152659168927,0.9497933185050826
2020-07-13,1.086665591539477,1.211897808307856,0.9725215612489185,0.9586713502638231
2020-07-14,1.0961529255407712,1.2218346501885662,0.9653786148965273,0.9516301305136767
2020-07-15,1.096301856966417,1.2230284167493528,0.9812172293104101,0.9672431785647302
2020-07-16,1.1010253517667734,1.2282093396960383,0.975937691172449,0.9620388292143791
2020-07-17,1.102841094987514,1.2294363843488072,0.979043312295037,0.9651002214895036
2020-07-20,1.1047366489499215,1.237988602495721,0.9829253238895731,0.9689269472356088
2020-07-21,1.1063229449614782,1.2402311010099074,0.9849439865044748,0.9709168609731197
2020-07-22,1.1014482352900452,1.2348539925670514,0.9731426380855993,0.9592835820058873
2020-07-23,1.0982215586653974,1.2306606229025077,0.9737637741570762,0.9598958721391523
2020-07-24,1.0869186445331556,1.2173993956081683,0.9562171243988262,0.9425991138084213
2020-07-27,1.0847024742043332,1.2146098561347236,0.9535773257124479,0.9399969099376451
2020-07-28,1.0797376381424273,1.209456321774049,0.95901211825088,0.9453543026257122
2020-07-29,1.065567349030385,1.1937616960625184,0.9571487692712455,0.9435174906171179
2020-07-30,1.0213048629018968,1.1449973587066913,0.9385151017705132,0.9251491953575725
2020-07-31,1.0130527187480056,1.135146396977978,0.9259374221144857,0.9127506413105602
2020-08-03,1.0391507893297005,1.164116018149846,0.9450369120514278,0.9315781249744538
2020-08-04,1.044673238757865,1.1710779360038273,0.9441052079442125,0.9306596897745564
2020-08-05,1.0415913741284377,1.169416002352798,0.9436393855080031,0.930200501370208
2020-08-06,1.0212968886307219,1.1471406272094014,0.9355647942831923,0.9222409048113649
2020-08-07,1.020299037697437,1.1459030837681021,0.9374281432628269,0.9240777168199591
2020-08-10,1.0335685269675658,1.1607731676005646,0.9402231963496764,0.9268329640284511
2020-08-11,1.0487331431086782,1.178822840491434,0.9543537161843958,0.940762243408626
2020-08-12,1.0695055925739367,1.2012497339759813,0.9675525911466959,0.9537731459801044
2020-08-13,1.0461670716844667,1.1786028647822717,0.9582248323505597,0.9380069962001343
2020-08-14,1.0337889275750356,1.1647126907870642,0.9468099546921137,0.9268329640284511
2020-08-17,1.027689107883704,1.1577539717229386,0.9496245885969103,0.9295882112369428
2020-08-18,1.022938070503581,1.1524406212471923,0.9443080645156019,0.9243838618865917
2020-08-19,1.035587431781091,1.1664860370680064,0.9536901974148466,0.9335680387119648
2020-08-20,1.020894435244296,1.1494010659274987,0.944151722476343,0.9242308185488759
2020-08-21,1.020070272233677,1.1481576360072157,0.9410243448432613,0.9211694262737515
2020-08-24,1.0429025381931907,1.1740143419029088,0.9563484296306175,0.9361701841915399
2020-08-25,1.0350488183052606,1.1657405289082687,0.9527519662299921,0.9326496035120673
2020-08-26,1.028614346810768,1.159415125915308,0.9588503198071293,0.9386192863333993
2020-08-27,1.0118694215072896,1.1410133919029897,0.9525955645409663,0.9324965017831505
2020-08-28,1.0115995663249058,1.1409633991459631,0.9461844672355441,0.9262206738951859
2020-09-01,0.9995357660623849,1.1270116588714134,0.93727147975361,0.9174957438653619
2020-09-02,1.0123709340605935,1.1410861003875268,0.9557229421740477,0.9355578940582748
2020-09-03,1.015912309783881,1.1442904530969222,0.9435262350197732,0.9236185284156108
2020-09-04,1.0093991173466021,1.1371641872366975,0.9311731261764726,0.9115260610440301
2020-09-07,1.0265080081357765,1.156371388141214,0.9469663563811398,0.9269860657573677
2020-09-08,1.019195116183618,1.1479213016841696,0.9360205644902375,0.9162712219900329
2020-09-09,1.048993409248957,1.1803758647729827,0.9525955645409663,0.9324965017831505
2020-09-10,1.0391568285991148,1.170065321053064,0.9458717831570262,0.9259145872197544
2020-09-11,1.0373581587989993,1.168014228253488,0.9494682465576515,0.929435167899227
2020-09-14,1.0293618207013115,1.1597539438528128,0.9494682465576515,0.929435167899227
2020-09-15,1.0331755580776942,1.1635057728580327,0.9563484296306175,0.9361701841915399
2020-09-16,1.0252023163142145,1.155143507592886,0.9588503198071293,0.9386192863333993
2020-09-17,1.013805398019988,1.1426035421110334,0.9527519662299921,0.9326496035120673
2020-09-18,1.0088010057288679,1.1363482612486042,0.9464972109638288,0.9265268189618185
2020-09-21,0.9760432552104154,1.0980678144365774,0.9194455047897417,0.9000458838057144
2020-09-22,0.9794550890328179,1.1012610475709939,0.9211655654704249,0.9017296524765926
2020-09-23,0.9856726110182753,1.1073870344068388,0.9272639190475623,0.9076993352979249
2020-09-24,0.980336578442174,1.1013006904143836,0.9180381878373436,0.8986682602014683
2020-09-25,0.9672511781916462,1.089662071459857,0.9167872725739711,0.8974437383261391
2020-09-28,0.9891505224190431,1.1149150826605532,0.9352387349944088,0.915505888519052
2020-09-29,0.9796260433183456,1.104436144529055,0.9283584922716758,0.9087708138355381
2020-09-30,0.9809558972898026,1.105641474163342,0.9227292244620824,0.9032603194185544
2020-10-01,0.9747910484859781,1.1028275793860998,0.923667455646937,0.904178754618452
2020-10-02,0.9766333292894761,1.1050767023608863,0.9261693458234489,0.9066278567603113
2020-10-05,0.9918215430420652,1.122605481588536,0.9307040404089288,0.9110668726396818
2020-10-06,0.9907729920852768,1.122584588709883,0.9291403217675045,0.909536147306519
2020-10-07,0.9910143922660952,1.1226375196192873,0.9266384315909927,0.9070870451646597
2020-10-08,0.9972274169730512,1.130520865943909,0.9335186743137257,0.9138221198481735
2020-10-09,0.983996887185007,1.1161036849230936,0.9397733699301217,0.9199448460072214
2020-10-12,0.9866549786523996,1.1187442883633543,0.9463408689245698,0.9263737756241028
2020-10-13,0.9824002221875989,1.1131144003734237,0.942275260106634,0.9223939481490807
2020-10-14,0.9763925866346624,1.1064676123342425,0.9371151377143511,0.9173427005276462
2020-10-15,0.9367791476191061,1.0621678462152702,0.9158490413891165,0.8965253031262416
2020-10-16,0.9425084261418961,1.0691875970166382,0.9294530654957894,0.9098422923731514
2020-10-19,0.9337851170880194,1.0598453120641596,0.9228856261511083,0.9034134211474713
2020-10-20,0.9346464370193791,1.0608229285964421,0.9192891627504829,0.8998928404679984
2020-10-21,0.9199437378210549,1.0439632596463417,0.9070923959464414,0.8879534164341334
2020-10-22,0.9158516390769752,1.0393049256640847,0.9058414806830689,0.8867288945588042
2020-10-23,0.9245826797040799,1.0496912895454191,0.9117834922209471,0.8925455340424205
2020-10-26,0.9147148909833949,1.0376232612776068,0.8941138592963381,0.8752487173204885
2020-10-27,0.8991607803402804,1.01964029924256,0.8862954450385175,0.8675952658282781
2020-10-28,0.8591723807514793,0.9744976440503372,0.8603383120885439,0.8421858092097874
2020-10-29,0.8548397231361731,0.9692773350299151,0.8603383120885439,0.8421858092097874
2020-10-30,0.8580732339003354,0.9736159070470032,0.8594000809036895,0.8412673740098896
